Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
94,"EJ Calabrese, MK O'Connor",Estimating risk of low radiation doses–a critical review of the BEIR VII report and its use of the linear no-threshold (LNT) hypothesis,2014,Radiation research,meridian.allenpress.com,https://meridian.allenpress.com/radiation-research/article-abstract/182/5/463/150435,"https://scholar.google.com/scholar?cites=11383440613472471089&as_sdt=40005&sciodt=0,10&hl=en",34,2/3/2022 14:17,,10.1667/RR13829.1,,,,,,,94,11.75,47,2,8,"This article explores the origin of the linear no-threshold (LNT) dose-response model and how it came to be used in cancer risk assessment worldwide. Following this historical appraisal is an evaluation of the LNT model, within the framework of the BEIR VII report of …",https://bioone.org/journals/radiation-research/volume-182/issue-5/RR13829.1/Estimating-Risk-of-Low-Radiation-Doses--A-Critical-Review/10.1667/RR13829.1.pdf,"https://scholar.google.com/scholar?q=related:MQjIB-0a-p0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
94,"S Ebrahim, G Davey Smith",Commentary: Should we always deliberately be non-representative?,2013,International journal of …,academic.oup.com,https://academic.oup.com/ije/article-abstract/42/4/1022/658657,"https://scholar.google.com/scholar?cites=13172928414984322625&as_sdt=40005&sciodt=0,10&hl=en",35,2/3/2022 14:17,,,,,,,,,94,10.44,47,2,9,"Conclusions In conclusion, we agree with Rothman and colleagues that scientific inference does not require representativeness, and often explicitly requires that study samples should not be representative. Overall, representativeness can be harmful or beneficial depending …",https://academic.oup.com/ije/article-pdf/42/4/1022/1872476/dyt105.pdf,"https://scholar.google.com/scholar?q=related:QT7Kqpmkz7YJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
95,"C Sarkar, C Webster, J Gallacher",Healthy cities: public health through urban planning,2014,,books.google.com,https://books.google.com/books?hl=en&lr=&id=xuBnAwAAQBAJ&oi=fnd&pg=PR1&ots=Buhu61Crsa&sig=KivWXtNrcTpncxligGTg_p4jJb8,"https://scholar.google.com/scholar?cites=16247516123949830990&as_sdt=40005&sciodt=0,10&hl=en",36,2/3/2022 14:17,BOOK,,,,,,,,95,11.88,32,3,8,"Page 1 0 Chinmoy Sarkar 0 Chris Webster . John Gallacher HEALTHY CITIES $32; E?:;‘“g“ ' Page 2 Healthy Cities Page 3 To Tapas, Ratna, Sarika, Rini and Angelina; Maggie, Chloe and Sam; Anne, David, Owen and Daniel. We are each indebted to, supported by and made wise …",,"https://scholar.google.com/scholar?q=related:ThN26tTFeuEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
93,"S Fast, W Mabee, J Baxter, T Christidis, L Driver, S Hill, ...",Lessons learned from Ontario wind energy disputes,2016,Nature Energy,nature.com,https://www.nature.com/articles/nenergy201528,"https://scholar.google.com/scholar?cites=15042111808777780137&as_sdt=40005&sciodt=0,10&hl=en",37,2/3/2022 14:17,,,,,,,,,93,15.5,13,7,6,"Issues concerning the social acceptance of wind energy are major challenges for policy-makers, communities and wind developers. They also impact the legitimacy of societal decisions to pursue wind energy. Here we set out to identify and assess the factors that lead …",,"https://scholar.google.com/scholar?q=related:qXvoWf5QwNAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
91,EJ Calabrese,Hormesis: principles and applications,2015,Homeopathy,thieme-connect.com,https://www.thieme-connect.com/products/ejournals/html/10.1016/j.homp.2015.02.007,"https://scholar.google.com/scholar?cites=7568386503081245215&as_sdt=40005&sciodt=0,10&hl=en",38,2/3/2022 14:17,HTML,10.1016/j.homp.2015.02.007,,,,,,,91,13,91,1,7,"Hormesis has emerged as a central concept in biological and biomedical sciences with significant implications for clinical medicine and environmental risk assessment. This paper assesses the historical foundations of the dose–response including the threshold, linear and …",https://www.thieme-connect.com/products/ejournals/html/10.1016/j.homp.2015.02.007,"https://scholar.google.com/scholar?q=related:H7oE72xPCGkJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
81,"JR Hébert, EA Frongillo, SA Adams, ...",Perspective: randomized controlled trials are not a panacea for diet-related research,2016,Advances in …,academic.oup.com,https://academic.oup.com/advances/article-abstract/7/3/423/4558105,"https://scholar.google.com/scholar?cites=5191439623874442545&as_sdt=40005&sciodt=0,10&hl=en",39,2/3/2022 14:17,,,,,,,,,81,13.5,20,4,6,"Research into the role of diet in health faces a number of methodologic challenges in the choice of study design, measurement methods, and analytic options. Heavier reliance on randomized controlled trial (RCT) designs is suggested as a way to solve these challenges …",https://academic.oup.com/advances/article/7/3/423/4558105,"https://scholar.google.com/scholar?q=related:MXXsHdWyC0gJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
79,"HM Cheng, G Koutsidis, JK Lodge, ...",Lycopene and tomato and risk of cardiovascular diseases: A systematic review and meta-analysis of epidemiological evidence,2019,Critical reviews in …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/10408398.2017.1362630,"https://scholar.google.com/scholar?cites=7297355442036737563&as_sdt=40005&sciodt=0,10&hl=en",40,2/3/2022 14:17,,10.1080/10408398.2017.1362630,,,,,,,79,26.33,20,4,3,"Background and aims: Worldwide, cardiovascular diseases (CVDs) remains as the main cause of mortality. Observational studies supports an association between intake of tomato products or lycopene with a reduced CVDs risk. Our aim was to undertake a systematic …",http://nrl.northumbria.ac.uk/id/eprint/31447/3/Manuscript_Figures_Tables_Tomato_Lycopene_Epidemiol_31_07_2017.pdf,"https://scholar.google.com/scholar?q=related:GwZdihxqRWUJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
70,"M Wemrell, J Merlo, S Mulinari, ...",Contemporary epidemiology: a review of critical discussions within the discipline and a call for further dialogue with social theory,2016,Sociology …,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/soc4.12345,"https://scholar.google.com/scholar?cites=4786668974644076424&as_sdt=40005&sciodt=0,10&hl=en",41,2/3/2022 14:17,,10.1111/soc4.12345,,,,,,,70,11.67,18,4,6,"The discipline of epidemiology, which holds major influence on public health policy as well as on clinical medical practice, has in recent decades to a large extent been concerned with the identification of factors and markers of risk for disease. Much health information and …",https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/soc4.12345,"https://scholar.google.com/scholar?q=related:iB8LUxKqbUIJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
64,W Stroebe,Are most published social psychological findings false?,2016,Journal of Experimental Social Psychology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0022103115001274,"https://scholar.google.com/scholar?cites=17047548878512704940&as_sdt=40005&sciodt=0,10&hl=en",42,2/3/2022 14:17,,,,,,,,,64,10.67,64,1,6,"Abstract Based on Bayesian reasoning, Ioannidis (2005) made the bold claim that most published research findings are false. His claim has been widely cited. It also seems consistent with the findings of the Open Science Collaboration Project that a majority of …",https://research.rug.nl/files/65972558/1_s2.0_S0022103115001274_main.pdf,"https://scholar.google.com/scholar?q=related:rM3bGmIPlewJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
64,"JE Goodman, RL Prueitt, SN Sax, ...",Ozone exposure and systemic biomarkers: Evaluation of evidence for adverse cardiovascular health impacts,2015,Critical reviews in …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.3109/10408444.2015.1031371,"https://scholar.google.com/scholar?cites=6158719111485872289&as_sdt=40005&sciodt=0,10&hl=en",43,2/3/2022 14:17,,10.3109/10408444.2015.1031371,,,,,,,64,9.14,16,4,7,"Abstract The US Environmental Protection Agency (EPA) recently concluded that there is likely to be a causal relationship between short-term (< 30 days) ozone exposure and cardiovascular (CV) effects; however, biological mechanisms to link transient effects with …",http://www.tceq.com/assets/public/implementation/tox/research/fy14/ozoneexposurebiomarkers.pdf,"https://scholar.google.com/scholar?q=related:oViGz2YqeFUJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
62,"K Keyes, S Galea",What matters most: quantifying an epidemiology of consequence,2015,Annals of epidemiology,Elsevier,https://www.sciencedirect.com/science/article/pii/S1047279715000447,"https://scholar.google.com/scholar?cites=1736260287745286672&as_sdt=40005&sciodt=0,10&hl=en",44,2/3/2022 14:17,,,,,,,,,62,8.86,31,2,7,"Risk factor epidemiology has contributed to substantial public health success. In this essay, we argue, however, that the focus on risk factor epidemiology has led epidemiology to ever increasing focus on the estimation of precise causal effects of exposures on an outcome at …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4397182/,"https://scholar.google.com/scholar?q=related:EOKsWIhvGBgJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
58,"J Dinger, S Möhner, K Heinemann",Cardiovascular risk associated with the use of an etonogestrel-containing vaginal ring,2013,Obstetrics & Gynecology,journals.lww.com,https://journals.lww.com/greenjournal/FullText/2013/10000/Cardiovascular_Risk_Associated_With_the_Use_of_an.11.aspx,"https://scholar.google.com/scholar?cites=15935999340026587047&as_sdt=40005&sciodt=0,10&hl=en",45,2/3/2022 14:17,,,,,,,,,58,6.44,19,3,9,OBJECTIVE: To compare the risks of short-term and long-term use of an etonogestrel-containing and ethinylestradiol-containing vaginal ring and combined oral contraceptive pills (OCPs) in a routine clinical study population. METHODS: This was a prospective …,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.891.9673&rep=rep1&type=pdf,"https://scholar.google.com/scholar?q=related:p-ckm_cKKN0J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
57,"V Abbing-Karahagopian, X Kurz, ...",Bridging differences in outcomes of pharmacoepidemiological studies: design and first results of the PROTECT project,2014,Current clinical …,ingentaconnect.com,https://www.ingentaconnect.com/content/ben/ccp/2014/00000009/00000002/art00005,"https://scholar.google.com/scholar?cites=11660437746698698537&as_sdt=40005&sciodt=0,10&hl=en",46,2/3/2022 14:17,,,,,,,,,57,7.13,19,3,8,"Background: Observational pharmacoepidemiological (PE) studies on drug safety have produced discrepant results that may be due to differences in design, conduct and analysis. Purpose: The pharmacoepidemiology work-package (WP2) of the …",https://www.ingentaconnect.com/contentone/ben/ccp/2014/00000009/00000002/art00005?crawler=true&mimetype=application/pdf,"https://scholar.google.com/scholar?q=related:KT-I2Vky0qEJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
54,"J Yarmolinsky, KH Wade, RC Richmond, ...",Causal inference in cancer epidemiology: what is the role of Mendelian randomization?,2018,Cancer Epidemiology …,AACR,https://cebp.aacrjournals.org/content/27/9/995.short,"https://scholar.google.com/scholar?cites=4619955961867648860&as_sdt=40005&sciodt=0,10&hl=en",47,2/3/2022 14:17,,,,,,,,,54,13.5,14,4,4,"Observational epidemiologic studies are prone to confounding, measurement error, and reverse causation, undermining robust causal inference. Mendelian randomization (MR) uses genetic variants to proxy modifiable exposures to generate more reliable estimates of …",https://cebp.aacrjournals.org/content/cebp/27/9/995.full.pdf,"https://scholar.google.com/scholar?q=related:XL8RQXhhHUAJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
53,"SM Wu, H Liu, PJ Huang, IYF Chang, CC Lee, ...",circlncRNAnet: an integrated web-based resource for mapping functional networks of long or circular forms of noncoding RNAs,2018,…,academic.oup.com,https://academic.oup.com/gigascience/article-abstract/7/1/gix118/4670937,"https://scholar.google.com/scholar?cites=18440398659339251863&as_sdt=40005&sciodt=0,10&hl=en",48,2/3/2022 14:17,,,,,,,,,53,13.25,9,6,4,"Background Despite their lack of protein-coding potential, long noncoding RNAs (lncRNAs) and circular RNAs (circRNAs) have emerged as key determinants in gene regulation, acting to fine-tune transcriptional and signaling output. These noncoding RNA transcripts are …",https://academic.oup.com/gigascience/article/7/1/gix118/4670937,"https://scholar.google.com/scholar?q=related:l3CBFuF06f8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
46,"A Satija, MJ Stampfer, EB Rimm, W Willett, ...","Perspective: are large, simple trials the solution for nutrition research?",2018,Advances in …,academic.oup.com,https://academic.oup.com/advances/article-abstract/9/4/378/5055952,"https://scholar.google.com/scholar?cites=4873938146722515221&as_sdt=40005&sciodt=0,10&hl=en",49,2/3/2022 14:17,,,,,,,,,46,11.5,9,5,4,"Nutritional research and policies have been criticized for relying on observational evidence, using self-report diet assessment methods, and supposedly being unable to present a consensus on what constitutes a healthy diet. In particular, it is often asserted that for …",https://academic.oup.com/advances/article/9/4/378/5055952,"https://scholar.google.com/scholar?q=related:FQmf1Ou0o0MJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
45,"G Davey Smith, MV Holmes, NM Davies, ...","Mendel's laws, Mendelian randomization and causal inference in observational data: substantive and nomenclatural issues",2020,European journal of …,Springer,https://link.springer.com/article/10.1007/s10654-020-00622-7,"https://scholar.google.com/scholar?cites=1316100652327857631&as_sdt=40005&sciodt=0,10&hl=en",50,2/3/2022 14:17,HTML,10.1007/s10654-020-00622-7,,,,,,,45,22.5,11,4,2,"We respond to criticisms of Mendelian randomization (MR) by Mukamal, Stampfer and Rimm (MSR). MSR consider that MR is receiving too much attention and should be renamed. We explain how MR links to Mendel's laws, the origin of the name and our lack of concern …",https://link.springer.com/article/10.1007/s10654-020-00622-7,"https://scholar.google.com/scholar?q=related:322p_pG6QxIJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
44,"J Dinger, K Bardenheuer, K Heinemann",Drospirenone plus estradiol and the risk of serious cardiovascular events in postmenopausal women,2016,Climacteric,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/13697137.2016.1183624,"https://scholar.google.com/scholar?cites=6230044749639463862&as_sdt=40005&sciodt=0,10&hl=en",51,2/3/2022 14:17,,10.1080/13697137.2016.1183624,,,,,,,44,7.33,15,3,6,"Objectives: To compare incidence rates of serious cardiovascular events, particularly arterial thromboembolic events (ATE), in users of hormone replacement therapy (HRT), particularly oral continuous combined preparations. Methods: Prospective, controlled cohort study with …",,"https://scholar.google.com/scholar?q=related:tjMMDbGQdVYJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
42,"A Pottegård, S Friis, M Andersen, ...",Use of benzodiazepines or benzodiazepine related drugs and the risk of cancer: a population?based case?control study,2013,British journal of clinical …,Wiley Online Library,https://bpspubs.onlinelibrary.wiley.com/doi/abs/10.1111/bcp.12001,"https://scholar.google.com/scholar?cites=14726300862694338808&as_sdt=40005&sciodt=0,10&hl=en",52,2/3/2022 14:17,,10.1111/bcp.12001,,,,,,,42,4.67,11,4,9,"Aim Studies of the carcinogenic potential of benzodiazepines and related drugs (BZRD) have been equivocal. A recent study reported a 35% excess cancer risk among users of hypnotics, including benzodiazepines. Method Using D anish nationwide registers, we …",https://bpspubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1111/bcp.12001,"https://scholar.google.com/scholar?q=related:-LBsgJxUXswJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2013&as_yhi=2021"
